url|date|title|tags|heading|source|text|bias_rating,,,,,,,,,,,,,,
https://www.wired.com/story/scotus-us-government-talk-social-media-companies/|2024-06-26|SCOTUS Says States Lack Standing to Challenge WH Communications With Social Media Companies|['Supreme Court', 'Social Media', 'Free Speech', 'Content Moderation', 'Censorship', 'Misinformation And Disinformation', 'Amy Coney Barrett', 'Samuel Alito', 'Federal State And Tribal Powers', 'Big Tech'," 'Technology']|Supreme Court Rules That US Government Can Continue Talking to Social Media Companies|Wired|""Today", the Supreme Court ruled in a 6–3 decision that the plaintiffs who'd sued the US government for allegedly violating the First Amendment—by communicating with social media companies about misleading and harmful content on their platforms—did not present enough evidence to prove that they had standing to sue._x000D_,,,
https://unherd.com/newsroom/justin-trudeaus-party-suffers-shock-defeat-in-toronto-by-election/|2024-06-26|Canadian Liberals Suffer Election Upset|['Elections', 'The Americas', 'Canada', 'Justin Trudeau', 'Liberals', 'Politics', 'Ontario'," 'Canadian Parliament']|Justin Trudeau’s party suffers shock defeat in Toronto by-election|UnHerd|""Results are in for last night’s by-election to the Canadian parliament: voters in the constituency of Toronto-St Paul’s elected the Conservative candidate Don Stewart over his Liberal opponent Leslie Church", taking one seat away from the government party and giving it to Pierre Poilievre’s official opposition. The count took longer than usual due to abnormally large ballots, the result of dozens of protest candidacies, meaning the suspense lasted until the winner being was around 5am the next day, when Canadians woke up to what could be an altered political landscape._x000D_,,,
"By-elections...""|center",,,,,,,,,,,,,,
https://www.rawstory.com/gender-affirming-care-supreme-court/|2024-06-25|Supreme Court to Rule on Law Banning Transgender Surgeries for Minors|['Supreme Court', 'LGBTQ Issues', 'Transgender Issues', 'Healthcare'," 'Culture War']|Supreme Court to address state restrictions on gender-affirming care|Raw Story|""The Supreme Court announced Monday that it will consider state laws blocking gender-affirming care in young people._x000D_",,,,,,,,,,
The High Cout announced that it will address challenges to the Tennessee law that bans puberty blockers, hormone therapy and surgery for minors, NBC revealed in breaking news._x000D_,,,,,,,,,,,,
Earlier this year, the court allowed a similar law in Idaho to be enforced in part, NBC News reported at the time._x000D_,,,,,,,,,,,,
Conservative Justice Neil Gorsuch wrote in the Idaho opinion that a lower court's decision had put the whole law on hold," which he...""|left",,,,,,,,,,,,,
https://www.rawstory.com/gender-affirming-care-supreme-court/|2024-06-25|Supreme Court to Rule on Law Banning Transgender Surgeries for Minors|['Supreme Court', 'LGBTQ Issues', 'Transgender Issues', 'Healthcare'," 'Culture War']|Supreme Court to address state restrictions on gender-affirming care|Raw Story|""The Supreme Court announced Monday that it will consider state laws blocking gender-affirming care in young people._x000D_",,,,,,,,,,
The High Cout announced that it will address challenges to the Tennessee law that bans puberty blockers, hormone therapy and surgery for minors, NBC revealed in breaking news._x000D_,,,,,,,,,,,,
Earlier this year, the court allowed a similar law in Idaho to be enforced in part, NBC News reported at the time._x000D_,,,,,,,,,,,,
Conservative Justice Neil Gorsuch wrote in the Idaho opinion that a lower court's decision had put the whole law on hold," which he...""|center",,,,,,,,,,,,,
https://www.reuters.com/legal/us-supreme-court-hear-challenge-ban-transgender-care-minors-2024-06-24/|2024-06-25|Supreme Court to Rule on Law Banning Transgender Surgeries for Minors|['Supreme Court', 'LGBTQ Issues', 'Transgender Issues', 'Healthcare'," 'Culture War']|US Supreme Court to hear challenge to ban on transgender care for minors|Reuters|""The U.S. Supreme Court agreed on Monday to decide the legality of a Republican-backed ban in Tennessee on gender-affirming medical care for transgender minors", as the justices waded into another contentious issue implicating LGBT rights._x000D_,,,,,,,,,
They took up an appeal by Democratic President Joe Biden's administration of a lower court's decision upholding Tennessee's ban on medical treatments including hormones and surgeries for minors experiencing gender dysphoria. The court will hear the case in its next term, which begins in October._x000D_,,,,,,,,,,,,,
"The challengers contend that banning care for transgender youth violates...""|center",,,,,,,,,,,,,,
https://www.washingtonexaminer.com/news/3056287/supreme-court-to-hear-challenge-tennessee-transgender-ban/|2024-06-25|Supreme Court to Rule on Law Banning Transgender Surgeries for Minors|['Supreme Court', 'LGBTQ Issues', 'Transgender Issues', 'Healthcare'," 'Culture War']|Supreme Court to hear challenge to Tennessee ban on child transgender procedures|Washington Examiner|""The Supreme Court agreed on Monday to take up a challenge by the Biden administration to a Tennessee law that restricts transgender procedures for minors._x000D_",,,,,,,,,,
The decision to hear the case United States v. Skrmetti marks the first time the high court will rule on matters arising from the major culture war battle over transgender medical treatments for children. The Tennessee law in question restricts puberty blockers, hormone therapy, and surgery for minors._x000D_,,,,,,,,,,,,
Gov. Bill Lee (R-TN) signed the bill into law in March," and the Department of Justice filed suit against the measure...""|leaning right",,,,,,,,,,,,,
https://abcnews.go.com/Politics/ahead-debate-trump-escalates-calls-biden-drug-tests/story?id=111385583|2024-06-25|Donald Trump Calls on Joe Biden to Take Drug Test Before Debate|['2024 Presidential Election', 'Donald Trump', 'Joe Biden', 'Politics', 'Drugs']|Ahead of debate, Trump escalates calls for Biden drug tests," accusations of CNN bias|ABC News (Online)|""With only days to go until he faces off against President Joe Biden in Thursday's CNN debate", former President Donald Trump is escalating his demands that Biden take a pre-debate drug test," something the Biden campaign rejected as """"desperate.""""_x000D_",,,,,,
That's in addition to a growing list of complaints Trump and his campaign are making about CNN, accusing the network and its moderators of being biased._x000D_,,,,,,,,,,,,,
DRUG TEST FOR CROOKED JOE BIDEN??? I WOULD, ALSO," IMMEDIATELY AGREE TO ONE!!!"""" Trump wrote on his social media platform Monday afternoon and later fundraising...""|leaning left",,,,,,,,,,,,
https://www.newsnationnow.com/politics/2024-election/donald-trump-joe-biden-drug-test/|2024-06-25|Donald Trump Calls on Joe Biden to Take Drug Test Before Debate|['2024 Presidential Election', 'Donald Trump', 'Joe Biden', 'Politics'," 'Drugs']|Trump suggests Biden take drug test ahead of Thursday debate|NewsNation|""Ahead of Thursday’s presidential debate", former President Donald Trump has suggested his opponent, incumbent President Joe Biden, take a drug test._x000D_,,,,,,,
“DRUG TEST FOR CROOKED JOE BIDEN??? I WOULD, ALSO, IMMEDIATELY AGREE TO ONE!!!” he posted to Truth Social on Monday._x000D_,,,,,,,,,,,,
Biden performing with the assistance of drugs is rhetoric he spread after the 2024 State of the Union Address and again at a Philadelphia rally earlier this week._x000D_,,,,,,,,,,,,,,
“I say he’ll come out all jacked up, right? All jacked up,” Trump said Saturday._x000D_,,,,,,,,,,,,
"Republican congresspeople have long echoed this...""|center",,,,,,,,,,,,,,
https://www.washingtonexaminer.com/news/campaigns/presidential/3058386/biden-campaign-declines-drug-test-before-debate/|2024-06-25|Donald Trump Calls on Joe Biden to Take Drug Test Before Debate|['2024 Presidential Election', 'Donald Trump', 'Joe Biden', 'Politics'," 'Drugs']|Biden campaign declines call for drug test before debate|Washington Examiner|""President Joe Biden’s presidential reelection campaign declined calls from former President Donald Trump and Republicans to take a drug test before their presidential debate._x000D_",,,,,,,,,,
In an appearance on CNN, Biden campaign spokeswoman Adrienne Elrod was asked for a response to Trump calling for a drug test for Biden before the debate on Thursday._x000D_,,,,,,,,,,,,,
“I mean, I don’t even really know what to say about that,” she said. “I worked on Hillary Clinton’s campaign, you know, she also debated him very effectively. He accused her of being on drugs.”_x000D_,,,,,,,,,,
"Republicans have...""|leaning right",,,,,,,,,,,,,,
https://www.theguardian.com/commentisfree/article/2024/jun/25/julian-assange-release-taken-so-long-chaotic-system|2024-06-25|Assange's Plea Deal: Press Freedom Victory or National Security Tragedy?|['Defense And Security', 'Free Speech', 'Freedom Of The Press', 'Julian Assange', 'US Military', 'US Intelligence', 'Classified Documents', 'WikiLeaks']|Julian Assange’s release frees up one UK prison cell," but why has it taken so long – and what about the others?|The Guardian|""Finally. After more than five years locked inside HMP Belmarsh", Britain’s most secure prison, and seven years confined to the Ecuadorian embassy in London, Julian Assange can breathe some fresh, free air. It is certainly a day to celebrate, but also one to demand answers. Why – why, for heaven’s sake – has it taken so long? And what about all the others who languish in crazily overcrowded British jails?_x000D_
It seems appropriate that Assange’s release," on the basis of a deal that gives the US government the fig leaf...""|leaning left",,,,,,,,,,,,,
https://www.racket.news/p/assange-is-free-but-never-forget?r=hfgvs&triedRedirect=true|2024-06-25|Assange's Plea Deal: Press Freedom Victory or National Security Tragedy?|['Defense And Security', 'Free Speech', 'Freedom Of The Press', 'Julian Assange', 'US Military', 'US Intelligence', 'Classified Documents', 'WikiLeaks']|Assange is Free," But Never Forget How the Press Turned on Him|Matt Taibbi|""Wikileaks founder Julian Assange is free", having struck a deal with the United States Justice Department that will credit him for time served and allow him to go home. As someone who campaigned against his detention, I’m happy for him, his wife Stella, his brother Gabriel Shipton, and the other members of his inner circle who kept the case in the public eye all these years. They deserve to celebrate today._x000D_,
Despite the fact that the plea was carefully crafted to say the state never proved its case," the Justice...""|center",,,,,,,,,,,,,
https://www.nationalreview.com/corner/julian-assanges-plea-deal-is-a-tragedy/|2024-06-25|Assange's Plea Deal: Press Freedom Victory or National Security Tragedy?|['Defense And Security', 'Free Speech', 'Freedom Of The Press', 'Julian Assange', 'US Military', 'US Intelligence', 'Classified Documents'," 'WikiLeaks']|Julian Assange’s Plea Deal Is a Tragedy|Noah Rothman|""Joe Biden’s Justice Department has elected to resolve a decade-long standoff with WikiLeaks founder Julian Assange by surrendering._x000D_",,,,,,,
On Monday, Assange agreed to travel to Saipan — an American outpost in the Pacific close to his native Australia — where he will plead guilty to a single felony count of illegally obtaining and disclosing classified documents. There, Assange is expected to be sentenced to the time he has already served in a British prison following his forcible removal from a London-based Ecuadorian embassy in 2019. Save this exercise in process,"...""|leaning right",,,,,,,,,,,
https://www.bbc.com/news/articles/c6pppr719rlo|2024-06-25|Russia Promises Retaliation After Blaming US for Ukrainian Strikes on Crimea|['Ukraine War', 'Russia', 'World', 'Foreign Policy', 'Defense And Security'," 'Ukraine']|Russia blames US for Crimea deaths and vows response|BBC News|""Russia has blamed the US and vowed """"consequences"""" for a Ukrainian missile strike on Sevastopol in occupied Crimea on Sunday", which officials say killed four people - including two children._x000D_,,,,,,,,
Around 150 more were injured in the attack as missile debris fell on a beach nearby._x000D_,,,,,,,,,,,,,,
Russia's defence ministry said the missiles used by Ukraine were US-supplied ATACMS missiles, and claimed they were programmed by US specialists._x000D_,,,,,,,,,,,,,
"Kremlin spokesperson Dmitry Peskov called the strike """"barbaric"""" and accused the US of """"killing Russian children""""._x000D_",,,,,,,,,,,,,,
"He pointed towards comments by President Vladimir...""|center",,,,,,,,,,,,,,
https://www.nbcnews.com/news/world/russia-blames-us-ukrainian-strikes-crimea-rcna158471|2024-06-25|Russia Promises Retaliation After Blaming US for Ukrainian Strikes on Crimea|['Ukraine War', 'Russia', 'World', 'Foreign Policy', 'Defense And Security', 'Ukraine']|Russia blames U.S. for 'barbaric' Ukrainian attack on Crimea," summons ambassador|NBC News Digital|""Russia summoned the U.S. ambassador and vowed retaliation Monday after blaming Washington for a deadly strike on a strategic port in occupied Crimea", claiming U.S.-supplied missiles were used in the attack._x000D_,,,,,,,
The strike left at least four people dead and more than 150 injured in one of the biggest attacks on the Russian-annexed peninsula in recent months._x000D_,,,,,,,,,,,,,,
Russia’s Defense Ministry said four U.S.-provided Army Tactical Missile System (ATACMS) rockets, were intercepted over the city of Sevastopol," but fragments from the fifth rocket led to “numerous casualties among civilians” on the ground....""|leaning left",,,,,,,,,,,,
https://www.zerohedge.com/geopolitical/us-lawmaker-condemns-attack-crimea-beach-american-weapons|2024-06-25|Russia Promises Retaliation After Blaming US for Ukrainian Strikes on Crimea|['Ukraine War', 'Russia', 'World', 'Foreign Policy', 'Defense And Security'," 'Ukraine']|US Lawmaker Condemns Attack On Crimea Beach With American Weapons|ZeroHedge|""The Kremlin on Monday called the Sunday strike from Ukraine on a crowded Sevastopol beach """"barbaric"""" and accused the US of """"killing Russian children"""" - given that ATACMS missiles were allegedly used. The attack killed four people", including two children, and injured over 150 more._x000D_,,,,,,,
"Foreign Minister Sergei Lavrov said in a statement while in Minsk that the US-supplied system """"cannot be used without the direct participation of the American military"," including satellite capabilities."""" He reiterated there will be consequences. _x000D_",,,,,,,,,,,,,
This angry denunciation from Moscow is to be expected," but much more rare is that a sitting Congressional...""|leaning right",,,,,,,,,,,,,
https://www.nbcnews.com/news/us-news/us-surgeon-general-declares-firearm-violence-public-health-crisis-land-rcna158776|2024-06-25|Surgeon General Declares Gun Violence a Public Health Crisis|['Violence In America', 'Public Health', 'Gun Control And Gun Rights', 'Gun Violence', 'Mental Health', 'Children'," 'Surgeon General']|U.S. Surgeon General declares firearm violence a public health crisis in landmark announcement|NBC News Digital|""In a landmark announcement", the U.S. Surgeon General declared firearm violence a public health crisis in the U.S. on Tuesday._x000D_,,,,,,,
Dr. Vivek Murthy warned in the advisory that gun violence poses a “serious threat to the health and well-being of our country,” that has not just a serious physical toll, but mental as well._x000D_,,,,,,,,,,,,
It marks the first time the government's leading public health body has honed in on guns._x000D_,,,,,,,,,,,,,,
"“As a doctor I’ve seen the consequences of firearm violence up close in the lives of the patients I’ve cared...""|leaning left",,,,,,,,,,,,,,
https://kffhealthnews.org/news/article/gun-violence-us-surgeon-general-vivek-murthy-public-health-crisis/|2024-06-25|Surgeon General Declares Gun Violence a Public Health Crisis|['Violence In America', 'Public Health', 'Gun Control And Gun Rights', 'Gun Violence', 'Mental Health', 'Children'," 'Surgeon General']|US Surgeon General Declares Gun Violence ‘a Public Health Crisis’|Kaiser Family Foundation|""U.S. Surgeon General Vivek Murthy declared firearm violence a public health crisis", as gun deaths and injuries punctuate daily life in America._x000D_,,,,,,,
On nearly every day of 2024 so far, a burst of gunfire has hit at least four people somewhere in the country. Some days, communities have endured four or five such shootings._x000D_,,,,,,,,,,,,
"The nation’s top doctor called on policymakers to consider gun safety measures such as bans on assault weapons and high-capacity ammunition magazines and universal background checks for all firearm purchases. His advisory also urges a “significant increase” in...""|center",,,,,,,,,,,,,,
https://www.foxnews.com/health/surgeon-general-declares-firearm-violence-america-public-health-crisis|2024-06-25|Surgeon General Declares Gun Violence a Public Health Crisis|['Violence In America', 'Public Health', 'Gun Control And Gun Rights', 'Gun Violence', 'Mental Health', 'Children'," 'Surgeon General']|Surgeon general declares firearm violence in America a public health crisis|Fox News Digital|""The United States surgeon general is declaring gun violence a national public health crisis. _x000D_",,,,,,,,
Surgeon General Vivek Murthy issued an advisory on Tuesday stating that firearm-related violence and its immediate psychological ramifications on victims and bystanders has severely compromised public health._x000D_,,,,,,,,,,,,,,
Today, for the first time in the history of our office, I am issuing a Surgeon General's Advisory on firearm violence," Murthy said in a video announcement. """"It outlines the urgent threat firearm violence poses to the health and well-being of our country.""""""|right",,,,,,,,,,,
https://www.axios.com/2024/06/24/trump-biden-debt-deficits-election|2024-06-25|Trump Added Nearly Twice as Much Net Debt as Biden, Report Finds|['Donald Trump', 'Joe Biden', 'Economy And Jobs', 'Politics', '2024 Presidential Election', 'National Debt'," 'Federal Spending']|Trump ran up national debt twice as much as Biden: new analysis|Axios|""Former President Trump ran up the national debt by about twice as much as President Biden", according to a new analysis of their fiscal track records._x000D_,,,,,,
Why it matters: The winner of November's election faces a gloomy fiscal outlook, with rapidly rising debt levels at a time when interest rates are already high and demographic pressure on retirement programs is rising._x000D_,,,,,,,,,,,,,
Both candidates bear a share of the responsibility, as each added trillions to that tally while in office._x000D_,,,,,,,,,,,,,
But Trump's contribution was significantly higher, according to the fiscal watchdogs at the Committee for a Responsible Federal Budget,"...""|leaning left",,,,,,,,,,,,
https://thehill.com/business/4736740-trump-biden-fiscal-policy-deficit/|2024-06-25|Trump Added Nearly Twice as Much Net Debt as Biden, Report Finds|['Donald Trump', 'Joe Biden', 'Economy And Jobs', 'Politics', '2024 Presidential Election', 'National Debt'," 'Federal Spending']|Trump added twice as much to the national debt as Biden: Analysis|The Hill|""The fiscal policies of the Trump administration added twice the amount to the national deficit as have President Biden’s", a new analysis has found._x000D_,,,,,,
Trump’s administration borrowed $8.4 trillion during the former president’s time in office, while Biden has borrowed $4.3 trillion, according to an analysis by the Committee for a Responsible Federal Budget (CRFB), a Washington think tank._x000D_,,,,,,,,,,,
Ignoring the pandemic relief measures enacted by both presidents, the proportion of debt addition still holds around 2-to-1," with former President Trump adding $4.8 trillion in non-pandemic-aid fiscal debt and Biden...""|center",,,,,,,,,,,,
https://www.nysun.com/article/trump-biden-have-added-a-combined-12-7-trillion-to-the-national-debt|2024-06-25|Trump Added Nearly Twice as Much Net Debt as Biden, Report Finds|['Donald Trump', 'Joe Biden', 'Economy And Jobs', 'Politics', '2024 Presidential Election', 'National Debt', 'Federal Spending']|Trump," Biden Have Added a Combined $12.7 Trillion to the National Debt|The New York Sun|""President Trump and President Biden added a combined $12.7 trillion to the national debt between January 2017 and June 2024", a new report has found. While some of that spending was driven by Covid pandemic emergency spending, the majority was added due to increased spending and reduced tax revenues. _x000D_,,,,
According to the Committee for a Responsible Federal Budget, the national debt will reach a “record share” of America’s economy during the next presidential term," which begins in January 2025. The committee says the increase is “due in part to policies approved...""|right",,,,,,,,,,,,
https://edition.cnn.com/2024/06/25/world/julian-assange-plea-deal-explainer-intl-hnk/index.html|2024-06-25|Julian Assange to Agree to Plea Deal with US, Return Free to Australia|['Criminal Justice', 'Julian Assange', 'Justice Department', 'Espionage Act', 'WikiLeaks', 'Australia', 'United Kingdom', 'Media Freedom'," 'Prisoners']|Julian Assange is flying back to Australia after a 12-year legal battle. Here’s what we know about his US plea deal|CNN Digital|""WikiLeaks founder Julian Assange was released from a British prison and was making his way back to his home country Australia on Monday after his 12-year battle against extradition to the United States ended in a plea deal._x000D_",,,,,
The controversial figure has spent the past five years in a high-security UK prison and nearly seven years before that holed up at the Ecuadorian embassy in London, trying to avoid arrest that could have led to life imprisonment._x000D_,,,,,,,,,,,,,
On Monday, Assange,52," agreed to plead guilty to a felony charge related to his alleged role in one...""|leaning left",,,,,,,,,,,
https://thehill.com/regulation/court-battles/4737933-julian-assange-plead-guilty-release-prison/|2024-06-25|Julian Assange to Agree to Plea Deal with US, Return Free to Australia|['Criminal Justice', 'Julian Assange', 'Justice Department', 'Espionage Act', 'WikiLeaks', 'Australia', 'United Kingdom', 'Media Freedom'," 'Prisoners']|Julian Assange to plead guilty in exchange for release from prison|The Hill|""WikiLeaks founder Julian Assange will plead guilty to one felony charge under the Espionage Act in a plea deal that will allow him to go free from prison and bring to an end a years-long legal saga stemming from his role in one of the largest publications of classified information in U.S. history", according to court documents filed Monday._x000D_,,,,
Assange will plead guilty to conspiring to unlawfully obtain and disseminate national defense information, under the plea deal," which still must be approved by a judge.""|center",,,,,,,,,,,,
https://www.nationalreview.com/news/julian-assange-agrees-to-plead-guilty/|2024-06-25|Julian Assange to Agree to Plea Deal with US, Return Free to Australia|['Criminal Justice', 'Julian Assange', 'Justice Department', 'Espionage Act', 'WikiLeaks', 'Australia', 'United Kingdom', 'Media Freedom'," 'Prisoners']|Julian Assange to Go Free following Plea Deal|National Review (News)|""WikiLeaks founder Julian Assange is expected to plead guilty to a conspiracy charge this week as part of an agreement with the Department of Justice that would allow him to walk free after being imprisoned in the U.K. for five years._x000D_",,,,,
Assange was charged with conspiracy to obtain and disclose national-defense information, according to court documents released Monday. The plea deal marks the defendant’s latest chapter in the Australian computer expert’s years-long legal battle with the U.S.," which has sought to extradite him from the U.K. for publishing classified documents on WikiLeaks in 2010....""|leaning right",,,,,,,,,,,,
https://apnews.com/article/housing-treasury-homelessness-yellen-interest-rates-9055dd9394a0e01609d04294f40ae6a7|2024-06-24|Janet Yellen Unveils $100 Million Initiative to Finance Affordable Housing|['Housing And Homelessness', 'Joe Biden', 'Affordable Housing', 'Janet Yellen', 'Economy And Jobs'," 'Banking And Finance']|Yellen announces efforts to boost the housing supply as high prices create a crunch|Associated Press|""The Biden administration announced new steps to increase access to affordable housing as still-high prices on groceries and other necessities and high interest rates have dramatically pushed up the cost of living in the post-pandemic years._x000D_",,,,,,,,,
Treasury Secretary Janet Yellen promoted the new investments on Monday during a visit to Minneapolis. The investments include providing $100 million through a new fund to support affordable housing financing over the next three years, boosting the Federal Financing Bank’s financing of affordable housing and other measures._x000D_,,,,,,,,,,,,,
"The increased attention to home prices comes...""|leaning left",,,,,,,,,,,,,,
https://www.cnbc.com/2024/06/24/yellen-affordable-housing-fund-biden-election-shelter-inflation.html|2024-06-24|Janet Yellen Unveils $100 Million Initiative to Finance Affordable Housing|['Housing And Homelessness', 'Joe Biden', 'Affordable Housing', 'Janet Yellen', 'Economy And Jobs'," 'Banking And Finance']|Yellen announces $100 million affordable housing fund as shelter costs weigh on Biden|CNBC|""Treasury Secretary Janet Yellen on Monday unveiled a new slate of financing initiatives to support housing development", including a $100 million fund specifically for affordable housing._x000D_,,,,,,,,
The announcement came days before President Joe Biden faces off against former President Donald Trump in the first presidential debate, where inflation is likely to be a key point of contention._x000D_,,,,,,,,,,,,,
The past several inflation reports have shown prices slightly cooling off," but shelter costs have remained persistently hot. The latest consumer price index report found overall inflation stayed flat in May while shelter...""|center",,,,,,,,,,,,,
https://www.washingtonexaminer.com/policy/finance-and-economy/3056470/yellen-announces-small-scale-measures-boost-housing/|2024-06-24|Janet Yellen Unveils $100 Million Initiative to Finance Affordable Housing|['Housing And Homelessness', 'Joe Biden', 'Affordable Housing', 'Janet Yellen', 'Economy And Jobs'," 'Banking And Finance']|Yellen announces more small-scale measures to boost housing amid affordability crisis|Washington Examiner|""Treasury Secretary Janet Yellen announced several small-scale measures advertised as an effort to boost the country’s housing supply as families suffer from an explosive rise in home prices and mortgage rates under President Joe Biden._x000D_",,,,,,,,,
Yellen will unveil the policies during a speech on Monday in Minneapolis. Among the measures is $100 million over the next three years in a new housing fund, which is designed to support financing for affordable housing._x000D_,,,,,,,,,,,,,
The Treasury Department said the new funding will support the financing of thousands of affordable housing units._x000D_,,,,,,,,,,,,,,
"“Given...""|leaning right",,,,,,,,,,,,,,
https://www.reuters.com/world/us/biden-takes-fresh-immigration-moves-into-debate-with-trump-2024-06-24/|2024-06-24|Biden Campaign Outlines Strategy For First Debate Against Trump|['2024 Presidential Election', 'Joe Biden', 'Donald Trump', 'Politics'," 'Debates']|Biden takes fresh immigration moves into debate with Trump|Reuters|""U.S. President Joe Biden heads into a crucial debate with rival Donald Trump this week armed with new immigration and border policies that his backers hope will boost his standing among skeptical voters._x000D_",,,,,,,,,,
Biden announced two major policy moves in June that seek to address migration challenges and woo the electorate: an asylum ban to cut illegal crossings at the U.S.-Mexico border and a sweeping legalization for long-term residents married to U.S. citizens._x000D_,,,,,,,,,,,,,,
"The two policies - one aimed at turning away new migrants and the other focused on legalizing...""|center",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
